Code poste;Nom poste;Fonction;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste
FEYSS;FEYSSINE(LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.888622222222222;45.78808055555555;45.7880805556, 4.88862222222
GUEU5;GUEUGNON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.067855555555555;46.60398333333333;46.6039833333, 4.06785555556
VAREN;VARENNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.861861111111111;46.717761111111116;46.7177611111, 4.86186111111
MIGEN;MIGENNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.544686111111111;47.95986388888889;47.9598638889, 3.54468611111
MOISY;MOISY;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3081361111111112;47.90357222222222;47.9035722222, 1.30813611111
GRAND;GRANDVAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.074177777777778;44.92194722222222;44.9219472222, 3.07417777778
THOUR;THOUROTTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.8934055555555553;49.48001666666667;49.4800166667, 2.89340555556
DINAR;DINARD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.058725;48.615808333333334;48.6158083333, -2.058725
JOUX;JOUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.724044444444445;46.00941944444445;46.0094194444, 4.72404444444
FOURM;FOURMIES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.064522222222222;50.022077777777774;50.0220777778, 4.06452222222
HARDT;HARDT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.473702777777778;47.648355555555554;47.6483555556, 7.47370277778
LUCY;LUCY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.349441666666666;46.666333333333334;46.6663333333, 4.34944166667
FEISS;FEISSONS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.470713888888889;45.563925;45.563925, 6.47071388889
ARC18;ARC 1800;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.781844444444444;45.57889444444445;45.5788944444, 6.78184444444
VICLA;VICLAIRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.860652777777777;45.60080555555556;45.6008055556, 6.86065277778
LUTZE;LUTZELHOUSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.296616666666667;48.52043888888889;48.5204388889, 7.29661666667
USIN6;USINOR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.2856805555555555;51.02712777777778;51.0271277778, 2.28568055556
SSROC;ST-ROCH;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.0693805555555556;50.67140555555555;50.6714055556, 3.06938055556
CHARI;CHARIEZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.06755;47.625525;47.625525, 6.06755
CORNI;CORNIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.29655;46.08402777777778;46.0840277778, 6.29655
VAUVI;VAUVILLERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.6859444444444445;49.84621111111112;49.8462111111, 2.68594444444
CERN;C.E.R.N.;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.053344444444444;46.255586111111114;46.2555861111, 6.05334444444
ISSY;ISSY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.263936111111111;48.83276666666667;48.8327666667, 2.26393611111
VINC5;VINCENNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.4245944444444443;48.848819444444445;48.8488194444, 2.42459444444
MTPEZ;MONTPEZAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.229508333333333;44.702786111111116;44.7027861111, 4.22950833333
H.PAU;HENRI-PAUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.502744444444445;46.74728888888889;46.7472888889, 4.50274444444
BARTH;BARTHE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.37321944444444444;43.08834166666667;43.0883416667, 0.373219444444
SOLOM;SOLOMIAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.8645083333333333;43.79143611111111;43.7914361111, 0.864508333333
LANOB;LANOBRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.5040694444444442;45.416525;45.416525, 2.50406944444
BELL4;BELLENAVES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0895111111111113;46.20118611111111;46.2011861111, 3.08951111111
CHAVA;CHAVAROCHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.026869444444444;45.895725;45.895725, 6.02686944444
HARC7;HARCOURT (POSTE BLINDE);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.268061111111111;48.834091666666666;48.8340916667, 2.26806111111
CHAFA;CHAFAUDS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.6804194444444442;47.82993611111112;47.8299361111, 1.68041944444
V.FEZ;VIC-FEZENSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.3121361111111111;43.75421388888889;43.7542138889, 0.312136111111
SSMAI;ST-MAIXENT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.210075;46.41656666666667;46.4165666667, -0.210075
DIE;DIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.3561;44.761375;44.761375, 5.3561
HASTI;HASTIGNAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.742511111111111;44.89096388888889;44.8909638889, -0.742511111111
MAINT;MAINTENON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.5946583333333335;48.57568888888889;48.5756888889, 1.59465833333
PEREL;PERELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.575613888888888;45.32521388888889;45.3252138889, 5.57561388889
PHENI;PHENIX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.713936111111111;44.152233333333335;44.1522333333, 4.71393611111
ROISE;ROISEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.089388888888889;49.946949999999994;49.94695, 3.08938888889
ISSAC;ISSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.7782027777777778;44.884391666666666;44.8843916667, -0.778202777778
LENCL;LENCLOITRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.3381416666666667;46.81403888888889;46.8140388889, 0.338141666667
GRIMA;GRIMAUDIERE(LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6127972222222222;46.873130555555555;46.8731305556, 0.612797222222
ROJA;ROJA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.30590833333333334;44.411363888888886;44.4113638889, 0.305908333333
TONNE;TONNERRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.010797222222222;47.85213888888889;47.8521388889, 4.01079722222
RATIE;RATIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.22856944444444446;49.479194444444445;49.4791944444, 0.228569444444
DEGA5;DEGAGNAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.3529305555555557;44.6522;44.6522, 1.35293055556
SEMEZ;SEMEZIES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.7343916666666667;43.50263888888889;43.5026388889, 0.734391666667
SSGIL;ST-GILLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.890088888888889;46.69552777777778;46.6955277778, -1.89008888889
OLONN;OLONNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.7609833333333333;46.532758333333334;46.5327583333, -1.76098333333
A.LI6;AIR-LIQUIDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.273386111111111;51.017775;51.017775, 2.27338611111
SALLE;SALLES(-SOUS-BOIS);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.9335555555555555;44.454883333333335;44.4548833333, 4.93355555556
M.SER;MOTTE SERVOLEX (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.888161111111111;45.59926666666667;45.5992666667, 5.88816111111
MTENV;MONTENVERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.874375000000001;45.92143055555555;45.9214305556, 6.874375
HUBER;HUBERVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.4336277777777777;49.50001388888889;49.5000138889, -1.43362777778
CATAR;CATAROUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0989583333333335;45.791216666666664;45.7912166667, 3.09895833333
HOUDE;HOUDELAINCOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.4858722222222225;48.548119444444445;48.5481194444, 5.48587222222
ARGE6;ARGENTEUIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.23975;48.935855555555555;48.9358555556, 2.23975
VERN9;VERNOSC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.701530555555555;45.236761111111115;45.2367611111, 4.70153055556
LAITI;LAITIER (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.30840833333333334;46.342908333333334;46.3429083333, 0.308408333333
CORM5;CORMELAI;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3774027777777778;46.46197222222222;46.4619722222, 1.37740277778
SEIGN;SEIGNY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.438933333333334;47.56126944444444;47.5612694444, 4.43893333333
H.PUI;HAYE-DU-PUITS (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.5446666666666666;49.288025;49.288025, -1.54466666667
AMFAR;AMFARD;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.21755833333333335;49.49361388888889;49.4936138889, 0.217558333333
MEYRA;MEYRARGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.513880555555556;43.6437;43.6437, 5.51388055556
CAUMO;CAUMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.8236222222222223;49.08938055555556;49.0893805556, -0.823622222222
CORDO;CORDONNIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.018361111111111;49.38206111111111;49.3820611111, 1.01836111111
FLORY;FLORY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.17135;43.50323888888889;43.5032388889, 5.17135
COUCH;COUCHEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.999763888888889;47.255175;47.255175, 4.99976388889
MRGUE;MARTIGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.047527777777778;43.409955555555555;43.4099555556, 5.04752777778
RASSU;RASSUEN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.967444444444444;43.49409166666667;43.4940916667, 4.96744444444
RUMIN;RUMINGHEM;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.1952166666666666;50.844750000000005;50.84475, 2.19521666667
THOUA;THOUARS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.2024277777777778;47.00004444444444;47.0000444444, -0.202427777778
LANAU;LANAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.003;44.89115833333333;44.8911583333, 3.003
CONVE;CONVENTION;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.295975;48.837775;48.837775, 2.295975
MIREB;MIREBEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.18795555555555554;46.77766111111111;46.7776611111, 0.187955555556
PODEN;PODENSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.34409166666666663;44.64330277777778;44.6433027778, -0.344091666667
FALLO;FALLOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2617055555555554;48.937825;48.937825, 2.26170555556
BLYE;BLYE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.714930555555556;46.62598611111111;46.6259861111, 5.71493055556
TABLE;TABLE(LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.248433333333334;43.72437222222222;43.7243722222, 4.24843333333
BRIAR;BRIARE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.761972222222222;47.63521111111111;47.6352111111, 2.76197222222
SERMA;SERMAISES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.2052333333333336;48.28944722222222;48.2894472222, 2.20523333333
PERR7;PERROY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.172761111111111;47.38981111111111;47.3898111111, 3.17276111111
CPFLE;CHAMPFLEURY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.791830555555555;43.93713888888889;43.9371388889, 4.79183055556
MALEC;MALECOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.5895305555555557;48.516244444444446;48.5162444444, 2.58953055556
COMBE;COMBETTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.6342638888888885;44.316624999999995;44.316625, 4.63426388889
DURAN;DURANNE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.355469444444444;43.48563055555556;43.4856305556, 5.35546944444
CHAB5;CHABAUDS (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.391041666666667;43.4236;43.4236, 5.39104166667
PIOLE;PIOLENC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.7876055555555554;44.17276111111111;44.1727611111, 4.78760555556
BETTA;BETTANT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.359794444444444;45.950786111111114;45.9507861111, 5.35979444444
1ARRI;ARRIGHI /VITRY-NORD;POSTE DE TRANSFORMATION;EN EXPLOITATION;<45kV;2.4151083333333334;48.78717222222222;48.7871722222, 2.41510833333
MEINA;MEINAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.735375;48.55936111111111;48.5593611111, 7.735375
BRUNE;BRUNET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.963880555555556;43.131275;43.131275, 5.96388055556
CAJAR;CAJARC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.8322083333333332;44.47530277777778;44.4753027778, 1.83220833333
INGWI;INGWILLER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.4922555555555554;48.875825;48.875825, 7.49225555556
CZEGE;COUREGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.839397222222222;44.128797222222225;44.1287972222, 4.83939722222
GALER;GALERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.6027333333333336;48.88128611111111;48.8812861111, 2.60273333333
ESCO2;ESCOULOUBRE II;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.1404916666666667;42.71157222222222;42.7115722222, 2.14049166667
ALESI;ALESIA;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.336405555555556;48.82533055555556;48.8253305556, 2.33640555556
MTPEZ;MONTPEZAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.23105;44.701997222222225;44.7019972222, 4.23105
VALLO;VALLORCINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.949347222222222;46.05093055555555;46.0509305556, 6.94934722222
BUIS;LES BUIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.2376305555555556;46.98766388888889;46.9876638889, 2.23763055556
CHERR;CHERRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6424944444444444;48.13723611111111;48.1372361111, 0.642494444444
E.FOR;EPINES-FORTES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.7453916666666666;47.39060277777778;47.3906027778, 0.745391666667
SAFE;S.A.F.E.;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.149669444444445;49.23966111111111;49.2396611111, 6.14966944444
SSHUB;ST-HUBERT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.134780555555556;49.300149999999995;49.30015, 6.13478055556
SSYMO;ST-VIGOR-D'YMONVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.31559444444444446;49.470216666666666;49.4702166667, 0.315594444444
MELUN;MELUN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.6670833333333333;48.51786666666666;48.5178666667, 2.66708333333
MARGE;MARGERIDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.2811555555555554;44.79145277777778;44.7914527778, 3.28115555556
BUZAN;BUZANCAIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3977388888888889;46.89155;46.89155, 1.39773888889
LARDI;LARDIT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.5835333333333335;44.662175;44.662175, 2.58353333333
TASSE;TASSET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.1027249999999995;45.90912222222222;45.9091222222, 6.102725
SSMM5;ST-MICHEL-DE-MAURIENNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.481933333333333;45.211172222222224;45.2111722222, 6.48193333333
BVIL6;BELLEVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.638133333333333;45.772594444444444;45.7725944444, 6.63813333333
UGINE;UGINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.433163888888889;45.75051944444444;45.7505194444, 6.43316388889
S.CUR;SALLES-CURAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.8294444444444444;44.15978333333333;44.1597833333, 2.82944444444
GODI5;GODINIERE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.6333083333333334;47.198877777777774;47.1988777778, 0.633308333333
VINEU;VINEUIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3709500000000001;47.57532500000001;47.575325, 1.37095
VAUX;VAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0593527777777778;45.66068333333333;45.6606833333, -1.05935277778
AURI5;AURIOL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.6173472222222225;43.363775000000004;43.363775, 5.61734722222
PRIEU;PRIEURE (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.7636194444444446;49.09076944444445;49.0907694444, 3.76361944444
LABO5;LABOUHEYRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.9206472222222222;44.20266666666667;44.2026666667, -0.920647222222
PROD5;PRODAIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.8099638888888885;48.60174722222222;48.6017472222, 7.80996388889
SOURD;SOURDRIE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.0001333333333333;47.35875;47.35875, -1.00013333333
SCARP;SCARPE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.9538805555555556;50.31400555555555;50.3140055556, 2.95388055556
BRENN;BRENNILIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-3.867522222222222;48.35463333333333;48.3546333333, -3.86752222222
AUSSO;AUSSOIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.712275;45.21485833333334;45.2148583333, 6.712275
TALEN;TALENCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5979861111111111;44.815866666666665;44.8158666667, -0.597986111111
LESTA;LESTARQUIT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.8403944444444447;50.525025;50.525025, 2.84039444444
VERQU;VERQUIGNEUL;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.6628527777777777;50.49596666666667;50.4959666667, 2.66285277778
HENIN;HENIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.9811722222222223;50.41826388888889;50.4182638889, 2.98117222222
AVIO5;AVION;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.802363888888889;50.41178611111111;50.4117861111, 2.80236388889
MOFFL;MOFFLAINES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.8155166666666664;50.29332222222222;50.2933222222, 2.81551666667
G.OUC;GRANDE OUCHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.7170194444444444;47.239200000000004;47.2392, -0.717019444444
BITCH;BITCHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.385177777777778;49.06333333333333;49.0633333333, 7.38517777778
DRUME;DRUMETTAZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.913005555555556;45.64735;45.64735, 5.91300555556
CZTRY;COURTRY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.7732166666666664;48.54747777777778;48.5474777778, 2.77321666667
MOISE;MOISENAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.7515055555555556;48.569497222222225;48.5694972222, 2.75150555556
MAYET;MAYET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.33776111111111107;45.0273;45.0273, 0.337761111111
LIEUS;LIEUSAINT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.5819666666666663;48.601216666666666;48.6012166667, 2.58196666667
PAILL;PAILLERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.6103999999999999;44.79635;44.79635, -0.6104
MERCU;MERCUS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.6273416666666667;42.87815833333333;42.8781583333, 1.62734166667
ACHI5;ACHIET;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.7818111111111112;50.138933333333334;50.1389333333, 2.78181111111
C.LEM;CARDINAL-LEMOINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3531750000000002;48.84878333333334;48.8487833333, 2.353175
BROU;BROU (BOURG-EN-BRESSE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.238686111111111;46.200044444444444;46.2000444444, 5.23868611111
GORRE;GORRE (SMURFIT KAPPA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.8125361111111111;45.872508333333336;45.8725083333, 0.812536111111
AMELO;AMELOT (AEROPORT PARIS NORD);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.5396166666666664;49.007525;49.007525, 2.53961666667
MANDA;MANDARINS;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;1.7844027777777776;50.903502777777774;50.9035027778, 1.78440277778
LUTTE;LUTTERBACH;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;7.258363888888889;47.75316388888889;47.7531638889, 7.25836388889
BUREA;LA BUREAU;POSTE DE TRANSFORMATION;ACCORD ADMINISTRATIF;400kV;5.353422222222222;48.497483333333335;48.4974833333, 5.35342222222
GRIM5;GRIMAUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.553305555555555;43.26663888888889;43.2666388889, 6.55330555556
G.BA5;GREOUX-LES-BAINS (CLIENT);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.824891666666667;43.77153333333333;43.7715333333, 5.82489166667
ROUTY;ROUTY;POSTE DE TRANSFORMATION;ACCORD ADMINISTRATIF;400kV;4.401544444444445;49.351016666666666;49.3510166667, 4.40154444444
MANO5;MANOISE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.670383333333333;49.58405277777778;49.5840527778, 3.67038333333
S.BAR;SERRE-BARBIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;6.544447222222222;44.95585555555556;44.9558555556, 6.54444722222
POMAC;POMACLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.174861111111111;49.34263611111111;49.3426361111, 4.17486111111
C.DEN;CHAMPDENIERS-ST-DENIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.4107305555555556;46.49151666666667;46.4915166667, -0.410730555556
MTAG5;MONTAGNETTE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.739925;43.83014444444445;43.8301444444, 4.739925
AVIGN;AVIGNON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.854819444444444;43.94826944444444;43.9482694444, 4.85481944444
TOURR;TOURRETTES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.717663888888889;43.60831944444445;43.6083194444, 6.71766388889
P.VAR;PLAN-DU-VAR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.195577777777778;43.853725000000004;43.853725, 7.19557777778
DOMLO;DOMLOUP;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-1.5561222222222222;48.092936111111115;48.0929361111, -1.55612222222
NIORT;NIORT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.43360000000000004;46.348641666666666;46.3486416667, -0.4336
SAGN5;SAGNES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.630347222222222;44.890052777777775;44.8900527778, 6.63034722222
SAISI;SAISIES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;45kV;6.5342472222222225;45.762791666666665;45.7627916667, 6.53424722222
COULE;COULEUVRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.89505;46.67596111111111;46.6759611111, 2.89505
AUTER;AUTERRIVE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-1.0181055555555556;43.467441666666666;43.4674416667, -1.01810555556
BOUC5;BOUCHEIX (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.840955555555556;45.924477777777774;45.9244777778, 2.84095555556
VOLVO;VOLVON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.321527777777778;45.55958333333333;45.5595833333, 4.32152777778
N.ROT;NOGENT-LE-ROTROU;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.8052138888888889;48.3293;48.3293, 0.805213888889
T.IND;TROYES-INDUSTRIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.0405388888888885;48.316313888888885;48.3163138889, 4.04053888889
PIOVI;PIOVIT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.45693055555555556;45.45803611111111;45.4580361111, 0.456930555556
BLERI;BLERIOT (ROISSY);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.5770805555555554;49.010286111111114;49.0102861111, 2.57708055556
FROGE;FROGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.9172472222222225;45.26580833333333;45.2658083333, 5.91724722222
BZGET;BOURGET (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.4381250000000003;48.934355555555555;48.9343555556, 2.438125
AUXON;AUXONNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.3861138888888895;47.18872777777777;47.1887277778, 5.38611388889
B.LAM;BORDERES-ET-LAMENSANS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.3935;43.77723611111111;43.7772361111, -0.3935
YVE.O;YVELINES-OUEST;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;1.8288888888888888;48.80439166666666;48.8043916667, 1.82888888889
CHARB;CHARBONNIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.7824861111111112;45.50597222222222;45.5059722222, -0.782486111111
BUSSA;BUSSAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.3661222222222222;45.2275;45.2275, -0.366122222222
MAME;LA MAME;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.010808333333333333;45.18210277777778;45.1821027778, -0.0108083333333
VAUFR;VAUFREY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.930355555555556;47.33957222222222;47.3395722222, 6.93035555556
VERRE;VERREY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.685138888888889;47.43199722222222;47.4319972222, 4.68513888889
CATEN;CATENOY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.520363888888889;49.36714722222222;49.3671472222, 2.52036388889
